"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40868688873773","2.37626664978294","2.62651170805271","2.92283063882533","3.00543202150033","3.1099111105709","3.20225416979429","3.36869905690853","3.46054733130835","3.41672632904063","3.8422291633314","4.15818361624952","4.4083309371018","4.40055337202312","4.47748878031509","4.37167245265056","4.35127738020589","4.4349808076092","4.42054174698323","4.15844676927635","4.10969869282279","4.0494344187653","4.0509050482513","4.04700569878187","4.12121777129439","4.03913155694699","3.91713408174892","3.81080748639605","3.89686497567486","4.37373307273975","4.12836690947731","4.23740049297462","4.19310920058881",
"Early-demographic dividend","EAR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.86031664662687","5.92595733243769","6.08887350903394","6.36785085970368","6.72918534761675","6.67381929021089","6.60959728594906","6.78722370822624","7.063860583425","7.14371361217553","7.28946332733586","7.56814644531713","7.56192782880094","7.53105500927996","7.5388289624095","7.24479414878001","7.1536397841859","7.04342235321439","7.12497937985215","6.94217039921406","6.80542321419042","6.84616675228026","6.78146805501331","6.71183226190046","6.85906024121335","6.76690054202839","6.68985251311337","6.70034935714254","6.22721210594172","7.26435847815034","6.6479446186176","5.54924509891766","5.36328583458008",
"East Asia & Pacific","EAS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46369969199116","2.45503918279787","2.71184828593397","2.98023623009582","3.05336386454225","3.16125207897278","3.25052778857386","3.53966144543137","3.64657679996707","3.55077937442137","3.94589299518219","4.24539043358147","4.46598066207608","4.41937677304494","4.46644863845637","4.34407490805323","4.29580138200837","4.37514293462685","4.4569341660655","4.21014642835014","4.12351744492186","4.05560435589118","4.04101792508488","4.02267080742177","4.089824255478","4.00069375579397","3.87099348459958","3.75248835876066","3.8181239720199","4.30524685301617","4.06166788681147","4.10694616200277","4.06284472103437",
"Europe & Central Asia (excluding high income)","ECA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.88439046799974","5.3843203875297","6.07470875301526","7.67972748014085","8.99278399577056","9.90762594204464","10.953653858203","12.0605217077723","12.2395318177919","10.8572056925952","10.1968680825599","9.6858897511848","9.51989044991397","9.19004553061668","8.58083755123785","8.06492129297621","7.28265855242252","7.2732734076491","9.00252853085673","8.35879192571193","7.70540703985852","7.10903801470561","7.1317109542065","7.35854659641144","7.48525282243532","7.50635101874211","7.29352572825865","6.94613831059835","7.08718140999828","7.62351321102096","7.1348764037022","5.88193160383525","5.36381665708604",
"Europe & Central Asia","ECS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.91056787508269","7.49886269683037","8.62770006319701","9.62772862560671","9.90683042147484","10.2503400578725","10.5039020638144","10.6900733785318","10.5924928147922","9.76947941846535","9.08408486394731","9.09482251561735","9.11424360799183","9.08778486703449","8.73570569710677","8.08632607540702","7.17048546833564","7.0756273083152","8.90648627283672","8.98065787613222","8.72809584168393","8.94391992779116","9.14682728078467","8.89320611377443","8.50542338566841","8.03745382218081","7.43147695752876","6.83368884701296","6.58894910785223","7.05112568030527","6.87195306495498","5.82109436052522","5.5735731983644",
"Ecuador","ECU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.354","4.311","4.384","4.389","4.386","4.399","4.398","4.358","4.645","4.8","4.25","4.824","5.66","5","3.78","3.55","3.14","3.92","4.61","4.09","3.46","3.23","3.08","3.48","3.62","4.6","3.84","3.53","3.81","6.13","4.55","3.76","3.552",
"Egypt, Arab Rep.","EGY","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.38","8.92","10.92","10.93","11.04","9","8.37","8.03","7.95","8.98","9.26","10.01","10.91","10.32","11.05","10.49","8.8","8.52","9.09","8.76","11.85","12.6","13.15","13.1","13.05","12.45","11.77","9.86","7.85","7.97","7.44","6.397","6.268",
"Euro area","EMU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.32525312294762","8.95187197612209","10.7197781620088","11.7680040432904","11.4490496589773","11.6593401970915","11.6613221019766","11.2436019183292","10.48993023661","9.50552941927142","8.44743068181526","8.69958498779998","9.03121223542141","9.29741400398232","9.13423517922006","8.41105038376883","7.52761147379388","7.55198742654955","9.5997529614143","10.1575769782965","10.222979222153","11.4182027040959","11.9737746258269","11.6256791904528","10.8884071767617","10.0292259109692","9.05352294994133","8.15645592390381","7.50471900937842","7.82304091728459","7.72822357463538","6.74774269987662","6.47288233432434",
"Eritrea","ERI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.572","5.749","5.824","5.874","5.702","5.603","5.685","5.794","5.904","5.954","6.009","6.034","6.013","5.906","5.933","5.941","5.958","5.908","5.997","6.105","6.023","5.889","5.839","5.862","5.991","6.044","6.073","5.931","5.934","6.453","6.511","5.974","5.851",
"Spain","ESP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.93","17.7","22.16","24.21","22.68","22.14","20.7","18.67","15.48","13.79","10.35","11.15","11.28","11.09","9.15","8.45","8.23","11.25","17.86","19.86","21.39","24.79","26.09","24.44","22.06","19.64","17.22","15.25","14.1","15.53","14.78","12.92","12.137",
"Estonia","EST","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.47","3.68","6.54","7.56","9.66","9.92","10.33","9.52","11.58","13.36","13.13","10.03","11.29","10.25","8.03","5.91","4.59","5.45","13.55","16.71","12.33","10.02","8.63","7.35","6.19","6.76","5.76","5.37","4.45","6.8","6.18","5.57","6.658",
"Ethiopia","ETH","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.326","3.495","3.289","3.1","2.953","3.065","3.168","3.451","3.71","3.495","3.126","3.045","3.038","2.799","2.5","2.31","2.317","2.311","2.318","2.285","2.262","2.245","2.25","2.347","2.409","2.509","2.605","2.745","2.85","3.906","3.93","3.415","3.331",
"European Union","EUU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.59471293014032","9.24709416283726","10.8071727189968","11.4843966700434","11.0502785271467","11.0814033743107","10.9045618277304","10.4933367866371","10.1940293288947","9.8248399441962","9.20584549390388","9.55343655519591","9.66233844386463","9.88344273928093","9.62623640330027","8.67548544473376","7.49644258177002","7.2476228149646","9.175300700645","9.85414160071388","9.89451201080336","10.8674746946122","11.3202507422631","10.8171037774188","10.0186246758232","9.10359612363724","8.11977249389514","7.25092717457341","6.67352230775454","7.04170193367699","7.02091553970168","6.148595221768","5.9692188262815",
"Fragile and conflict affected situations","FCS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.49695207027071","4.46543714007749","4.49442876072686","4.59812677335804","5.1003680310703","5.37068998510775","5.46612406464678","5.73107632537531","5.99911063114761","5.99560102006256","5.89882923597473","5.86953218538073","5.7402450073424","5.57185991804741","5.23780775859401","5.08800355614927","5.01331747736584","5.05490282894545","5.14085302033908","5.21691597422459","5.26090354892575","5.3711959243826","5.39363709602044","5.54756317628868","5.63568272818416","5.80187401958913","6.04337310933417","6.04885263973026","6.07744927711499","6.93008123290812","7.11999466171572","6.13884604731689","6.10511785833436",
"Finland","FIN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","11.6","16.2","16.43","17","15.57","14.97","13.21","11.69","11.13","10.29","10.42","10.47","10.36","8.38","7.72","6.85","6.37","8.25","8.39","7.78","7.69","8.19","8.66","9.38","8.82","8.64","7.36","6.69","7.76","7.61","6.72","6.971",
"Fiji","FJI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.659","4.681","4.731","4.643","4.691","4.664","4.753","4.767","4.718","4.712","4.703","4.773","4.74","4.7","3.89","3.961","4.107","4.186","4.306","4.346","4.41","4.378","4.359","4.327","4.293","4.32","4.326","4.336","4.374","4.733","4.797","4.562","4.248",
"France","FRA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.13","10.2","11.32","12.59","11.83","12.37","12.57","12.07","11.98","10.22","8.61","8.7","8.31","8.91","8.88","8.83","8.01","7.39","9.12","9.28","9.23","9.84","9.91","10.27","10.35","10.06","9.41","9.02","8.41","8.01","7.86","7.31","7.081",
"Faroe Islands","FRO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.065","17.69","17.78","17.836","17.335","17.277","17.097","17.098","17.68","18.016","18.008","17.451","17.151","17.144","16.91","17.858","18.244","19.267","19.776","20.39","19.764","19.47","19.562","19.732","19.82","20.041","20.283","20.479","20.369","21.432","21.411","20.61","20.361",
"United Kingdom","GBR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.55","9.77","10.35","9.65","8.69","8.19","7.07","6.2","6.04","5.56","4.7","5.04","4.81","4.59","4.75","5.35","5.26","5.62","7.54","7.79","8.04","7.88","7.52","6.11","5.3","4.81","4.33","4","3.74","4.472","4.826","3.73","4.355",
"Georgia","GEO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","5.4","5.4","8.4","7.6","11.5","11.5","14.53","13.8","10.82","11.16","12.59","11.51","12.62","13.81","13.57","13.28","17.87","20.71","20.2","19.63","19.65","19.42","17.44","16.51","16.6","13.94","12.67","11.57","11.73","11.851","11.683","11.749",
"Ghana","GHA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49","4.7","5.224","5.911","6.495","7.108","7.647","8.2","10.1","10.46","9.632","8.732","7.736","6.757","5.814","4.9","5.121","5.143","5.379","5.38","4.191","3.102","2.17","4.387","6.81","5.295","3.37","3.254","3.17","3.419","3.557","3.518","3.557",
"Gibraltar","GIB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.541","4.579","4.546","4.482","4.42","4.45","4.395","4.444","4.477","4.612","4.615","4.55","4.678","4.814","4.999","5.071","4.891","4.894","5.085","5.266","5.246","4.919","5.026","5.195","5.379","5.053","4.771","4.705","5.02","6.064","5.97","5.526","5.403",
"Gambia, The","GMB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.523","9.672","9.72","9.893","10.046","10.106","9.862","9.738","9.536","9.519","9.417","9.936","9.877","9.821","9.786","10.208","10.454","9.975","9.6","9.464","10.255","10.35","9.526","8.202","7.278","6.331","5.16","4.13","4.037","4.763","4.715","4.265","4.137",
"Guinea-Bissau","GNB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.097","3.179","3.243","3.275","3.223","3.079","3.031","3.562","3.763","3.786","3.246","3.28","3.363","3.355","3.27","3.244","3.239","3.258","3.243","3.223","3.148","3.231","3.255","3.376","3.246","3.199","3.123","3.2","3.229","3.72","3.812","3.24","3.119",
"Equatorial Guinea","GNQ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.393","7.619","7.78","7.894","7.907","7.934","7.941","8.001","8.079","8.115","8.237","8.316","8.348","8.253","8.214","8.124","8.071","8.04","8.211","8.394","8.339","8.186","8.093","8.07","8.185","8.257","8.334","8.244","8.327","9.034","9.187","8.584","8.515",
"Greece","GRC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.57","8.93","10.18","9.81","10.12","10.4","10.47","12.23","12.14","11.34","10.76","10.35","9.84","10.63","10.07","8.91","8.35","7.66","9.55","12.72","17.97","24.73","27.69","26.71","24.98","23.51","21.41","19.18","17.04","15.9","14.66","12.43","10.808",
"Grenada","GRD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.696","2.652","2.612","2.595","2.59","2.638","2.623","2.621","2.578","2.615","2.752","2.753","2.81","2.97","3.06","2.953","2.832","2.882","3.214","3.5","3.169","2.76","3.02","2.72","2.51","2.58","2.46","2.28","2.19","2.88","2.17","3.05","3.155",
"Guam","GUM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.51","3.84","5.53","7.6","7.9","8.28","9.67","7.74","13.95","15.32","13.21","11.39","9.703","7.7","7","7.4","8.3","8.897","9.3","8.2","13.3","12.2","11.5","7.6","6.9","5.4","5.417","5.449","5.399","6.248","6.002","5.569","5.538",
"Guyana","GUY","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.171","11.9","11.645","11.57","11.597","11.575","11.596","11.705","11.78","11.909","11.8","11.81","11.532","11.281","11.075","10.7","10.883","11.098","11.412","11.758","11.971","12.224","12.522","12.889","13.286","13.577","13.822","14.02","13.52","15.69","14.98","12.301","10.332",
"High income","HIC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.89173432598771","7.4270081437987","7.96817631466316","7.96478354240692","7.55560568589865","7.51410932949598","7.23245878552662","7.15203129266611","7.00154096789049","6.60330220971418","6.54639842623323","7.06602327303791","7.18755181117843","7.03516663209118","6.75671119381212","6.22270989018615","5.67635592826079","5.92225667409002","8.01176407276955","8.28295397235249","7.96872218659228","8.00612563625744","7.89263135606956","7.2793740321442","6.68766548703153","6.19692554110519","5.63029856369657","5.10751524531763","4.79229919971541","6.56315006395547","5.65961414027948","4.57019219898624","4.52581734667095",
"Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.96","1.96","1.9","3.22","2.83","2.22","4.58","6.25","4.92","5.09","7.28","7.86","6.74","5.58","4.77","4.01","3.56","5.26","4.33","3.42","3.29","3.4","3.3","3.31","3.39","3.12","2.81","2.92","5.81","5.17","4.32","4.026",
"Honduras","HND","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.58","3.06","3.098","3.137","3.24","4.37","3.32","4.02","3.85","3.882","4","4.02","5.3","5.99","4.91","3.57","3.21","3.16","3.29","4.12","4.47","3.75","5.65","7.08","6.15","6.73","5.53","5.62","5.55","10.68","8.23","6.998","6.784",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1701617832092","5.3152123866265","5.31352222891997","5.25890678544867","5.0404901609411","4.98563105458669","4.89313701250043","4.96904602724864","5.1311909538029","5.19500353976551","5.11802969069416","5.09508986532924","5.05851049891897","4.9323832266894","4.77807874384882","4.69700371050026","4.64674719556476","4.62173931665231","4.69780274272977","4.9063725671939","4.87313260600237","4.69599432851315","4.47260156138428","4.4772796275551","4.62860675997329","4.61407045626862","4.65928272116165","4.58195187360815","4.59622470097748","5.40833387931639","5.37399426707442","4.88048859174704","4.94400007061003",
"Croatia","HRV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.14","10.937","10.712","10.333","9.996","9.68","9.71","11.39","13.56","16.06","15.82","15.05","13.92","13.66","12.6","11.13","9.91","8.53","9.2","11.62","13.68","15.93","17.25","17.29","16.18","13.1","11.21","8.43","6.62","7.51","7.61","6.96","6.276",
"Haiti","HTI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.352","7.428","7.607","8.006","7.58","7.33","6.966","7.16","7.2","8.448","9.756","11.059","12.196","13.472","14.6","15.926","16.8","16.191","15.33","15.256","14.476","14.1","13.62","13.802","13.717","13.858","13.835","13.896","14.089","15.646","15.558","14.776","14.857",
"Hungary","HUN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","9.94","12.1","10.85","10.17","10.02","8.99","8.93","6.93","6.56","5.67","5.61","5.79","5.83","7.19","7.49","7.41","7.82","10.03","11.17","11.03","11","10.18","7.73","6.81","5.11","4.16","3.71","3.42","4.25","4.05","3.61","4.091",
"IBRD only","IBD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72221983032838","4.76927828471913","5.00752293454523","5.39775104205575","5.75185405436051","5.88463059510367","6.02115174554526","6.27926046368062","6.56344934767994","6.52619456912234","6.70451533853022","6.94466522155834","7.07007811246383","6.96120016433222","6.93121116023676","6.67487630094535","6.47833354818037","6.4268259711919","6.72774554560688","6.49475338372385","6.35881836912644","6.24868623573557","6.23591982353013","6.21603419290821","6.3401181263122","6.43842539972579","6.38748089643708","6.25416388788104","6.034856722704","6.90928077702159","6.27798516154861","5.52869983081548","5.32591073414239",
"IDA & IBRD total","IBT","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.61759571140985","4.66950282279151","4.88526494253121","5.21434412874935","5.49426135148588","5.60735313218576","5.71199527169093","5.93937263889746","6.18781723435762","6.15638560316936","6.29572843779452","6.48277071946398","6.57481193376395","6.46214765890632","6.41381626816675","6.17251857924819","6.00842991005619","5.97513550660679","6.2267637723945","6.01882855595666","5.9121952153699","5.8877128095171","5.84060312859614","5.79749663320415","5.95513822830192","6.00807959995065","6.00867079242161","5.9170656347677","5.76750536899745","6.62660236040094","6.16185523995994","5.42559932193243","5.27049576728191",
"IDA total","IDA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.10127355043048","4.18144582052119","4.29416727401024","4.33687948479682","4.27025655757461","4.30549774783895","4.27280964619491","4.37066267606451","4.4641266664437","4.47459313775502","4.46316356130383","4.44255540715288","4.41630098685046","4.31371090162626","4.21238630546333","4.05586103529705","4.04664644141111","4.11200282737215","4.18702013191581","4.11217206555146","4.14664348155468","4.47837835520248","4.31939417338173","4.20645109809591","4.51422395270017","4.42214855732605","4.64190734191317","4.7228533813121","4.83836744015074","5.67813220719154","5.77448146659473","5.08806775547721","5.09017906677266",
"IDA blend","IDB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.95846336793198","3.04853799347652","3.35615704641472","3.54585875911367","3.62861937865738","3.7491488577724","3.72281548117288","3.8561540067947","3.85597807938784","3.72347306666149","3.58693349457478","3.34649774778794","3.18989946007987","3.01828866128319","2.95353373763947","2.84215014881337","2.68777623144635","2.73179167553703","2.79598023267472","2.847518639671","2.87760171841714","3.91192380826492","3.63180921266264","3.27783165105012","4.01784294246492","3.70770262241239","4.32209594457238","4.79509608274528","5.15572721854156","5.98539040686777","5.95883587067038","5.06787353172431","4.99094326909092",
"Indonesia","IDN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62","2.73","2.78","4.37","4.613","4.86","4.68","5.46","6.36","6.08","6.08","6.6","6.66","7.3","7.94","7.55","8.06","7.21","6.11","5.61","5.15","4.47","4.34","4.05","4.51","4.3","3.78","4.39","3.59","4.25","3.83","3.46","3.277",
"IDA only","IDX","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.59468843628304","4.67130208994781","4.697656647074","4.67708895295588","4.5452201839964","4.54624614287885","4.5133950345328","4.59582528563418","4.73162420566164","4.80785490323689","4.85443475445669","4.9327993478348","4.96538036329232","4.89456613487275","4.77566520886493","4.59895421275691","4.65732493762945","4.73441399714143","4.81855870318086","4.69021685062774","4.72786869292802","4.73900249499018","4.63589893376469","4.63181292532589","4.7428738687092","4.74900382163917","4.78654130385663","4.69040012536905","4.69552410232034","5.53961465258252","5.69071357186367","5.09725711400913","5.13538507034678",
"Isle of Man","IMN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.838","6.838","6.838","6.83","6.998","7.165","7.339","7.511","7.68","7.85","8.022","8.202","8.368","8.535","8.7","8.618","8.537","8.463","8.383","8.3","8.215","8.138","8.06","7.976","7.891","7.808","7.728","7.65","6.51","7.86","6.38","4.822","4.668",
"Not classified","INX","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.77","15.02","15.57","14.54","11.97","11.69","10.19","7.7","5.8","4.32","3.68","4.22","4.48","4.49","4.34","4.41","4.98","6.77","12.61","14.53","15.35","15.45","13.73","11.86","9.91","8.37","6.71","5.74","4.95","5.62","6.19","4.48","4.454",
"Iran, Islamic Rep.","IRN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","10.662","10.554","10.41","9.866","9.1","9.692","10.366","11.162","11.691","12.345","12.8","11.529","10.3","11.81","11.52","10.77","10.63","12.11","13.68","12.49","12.27","10.6","10.68","11.17","12.62","12.23","12.19","10.74","9.69","9.28","8.815","8.734",
"Iraq","IRQ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.711","8.439","8.445","8.309","8.502","8.593","8.385","8.185","8.111","8.155","8.352","8.65","8.94","8.708","8.587","8.436","8.65","8.475","8.405","8.257","8.171","7.96","9.215","10.59","10.82","10.82","13.02","13.449","14","15.746","16.17","15.322","15.56",
"Iceland","ISL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.55","4.31","5.26","5.33","5.2","3.6","3.72","3.07","2.18","1.94","1.87","2.99","4","4.03","2.55","2.83","2.25","2.95","7.22","7.56","7.03","6","5.38","4.9","3.98","2.98","2.74","2.7","3.51","5.48","6.03","3.79","3.051",
"Israel","ISR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.39","14.08","12.74","9.93","8.78","8.46","9.75","10.75","11.18","11.1","11.81","12.89","13.51","13.03","11.34","10.71","9.38","7.7","9.53","8.48","7.14","6.76","6.14","5.79","5.18","4.72","4.14","3.92","3.73","4.17","4.81","3.695","3.352",
"Italy","ITA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","9.32","10.21","11.09","11.66","11.86","11.98","12.12","11.68","10.83","9.6","9.21","8.87","7.87","7.73","6.78","6.08","6.72","7.75","8.36","8.36","10.65","12.15","12.68","11.9","11.69","11.21","10.61","9.95","9.16","9.5","8.07","7.657",
"Jamaica","JAM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.314","6.468","6.314","6.416","6.404","6.698","6.778","6.933","6.892","6.823","6.7","6.667","6.576","6.573","6.605","6.626","6.619","6.67","7.31","7.63","8.03","8.69","9.7","9.05","8.824","8.63","7.4","5.47","4.99","6.5","6.156","5.499","5.377",
